Season,TeamID,games,wins,losses,win_pct,points_per_game,points_allowed_per_game,off_eff,def_eff,net_eff,tempo,off_efg,off_to_rate,off_or_rate,off_ftr,def_efg,def_to_rate,def_or_rate,def_ftr,ast_per_game,stl_per_game,blk_per_game,TeamName
2010,1352,34,23,11,0.6764705882352942,68.5,65.67647058823529,100.96784332426544,97.46941804253649,3.498425281728956,67.6125,0.49034749034749037,0.21632869823447168,0.3447979363714531,0.3039161610590182,0.4702687249857061,0.23265203679656044,0.3250853242320819,0.3361921097770154,12.5,7.5588235294117645,2.2941176470588234,Robert Morris
2010,1301,34,19,15,0.5588235294117647,67.29411764705883,64.5,101.68098036819357,98.02212537713712,3.658854991056458,65.99154411764707,0.4863417246920193,0.1977623962580688,0.33361774744027306,0.25281199785752545,0.46182201158504477,0.20248072410325177,0.35203252032520327,0.23117430226434965,13.676470588235293,6.5588235294117645,4.411764705882353,NC State
2010,1209,31,11,20,0.3548387096774194,61.806451612903224,64.06451612903226,97.62932956268072,101.50130965310164,-3.8719800904209194,63.21209677419355,0.4569672131147541,0.2109527267168571,0.37697307335190344,0.20784543325526933,0.48240563019833654,0.2233437679678017,0.36730575176589303,0.3058221369161868,11.03225806451613,6.967741935483871,3.225806451612903,Georgia St
2010,1241,33,13,20,0.3939393939393939,66.96969696969697,69.9090909090909,99.00103032746493,102.89575504833692,-3.8947247208719915,67.79356060606061,0.4919889502762431,0.21368095686063698,0.31744604316546765,0.23701657458563535,0.47400302877334677,0.17751413311329908,0.35073409461663946,0.2165572942958102,14.0,6.181818181818182,4.242424242424242,James Madison
2010,1111,31,20,11,0.6451612903225806,73.25806451612904,68.96774193548387,109.08042940512502,102.54811439534744,6.532315009777577,67.20685483870967,0.5415129151291513,0.22382862220514424,0.3519494204425711,0.31365313653136534,0.4883203559510567,0.15492535523712453,0.27162629757785467,0.21245828698553948,11.193548387096774,5.387096774193548,2.903225806451613,Appalachian St
2010,1423,31,9,22,0.2903225806451613,66.16129032258064,71.45161290322581,95.99812777907793,103.78839350561113,-7.7902657265331925,68.88145161290322,0.47415278575531306,0.23028317341446292,0.3411867364746946,0.22975301550832855,0.4734660033167496,0.18180540261930977,0.36137339055793993,0.27750138197899393,12.67741935483871,5.129032258064516,4.870967741935484,UNC Wilmington
2010,1113,32,22,10,0.6875,66.75,58.46875,107.66943065251911,94.55464308275427,13.114787569764843,61.915625,0.532792004996877,0.1880182473473297,0.28778467908902694,0.26858213616489696,0.45543945912722805,0.20922299431459254,0.3097674418604651,0.2390903503380455,13.875,6.65625,2.5,Arizona St
2010,1442,27,10,17,0.37037037037037035,57.148148148148145,61.592592592592595,91.95470798569725,98.84688540180694,-6.892177416109689,62.229629629629635,0.45489296636085624,0.20917759237187128,0.2626728110599078,0.2698776758409786,0.45364238410596025,0.1913932477413219,0.3281423804226919,0.3164091243561442,10.0,6.0,4.2592592592592595,W Illinois
2010,1116,32,14,18,0.4375,74.71875,73.9375,103.12924583234488,102.85614919793069,0.27309663441418763,72.16796875,0.5,0.1893506437490565,0.3073555166374781,0.28617536309844,0.4929319371727749,0.20388644959353125,0.34494773519163763,0.25287958115183246,13.75,7.25,4.0625,Arkansas
2010,1120,31,14,17,0.45161290322580644,75.03225806451613,74.2258064516129,104.81726826190798,104.11058072981471,0.7066875320932695,71.43951612903226,0.511400651465798,0.19287098373214367,0.32545931758530183,0.23995656894679696,0.518202502844141,0.21220279166572403,0.32217973231357555,0.2724687144482366,12.903225806451612,7.838709677419355,2.838709677419355,Auburn
2010,1310,33,18,15,0.5454545454545454,72.18181818181819,69.36363636363636,102.67573305171503,98.68506143565423,3.9906716160607942,70.29431818181818,0.47185929648241204,0.17500565751047986,0.3315301391035549,0.25326633165829143,0.4641956631366616,0.21039017029532225,0.3684627575277338,0.2259203227433182,13.333333333333334,8.181818181818182,4.484848484848484,Niagara
2010,1123,29,14,15,0.4827586206896552,60.310344827586206,62.62068965517241,93.41451690434226,97.70926650794291,-4.29474960360065,64.32543103448276,0.4494068387997209,0.22539123003792128,0.31545741324921134,0.3217027215631542,0.4539800995024876,0.18185975814804353,0.3171428571428571,0.22139303482587064,10.827586206896552,4.931034482758621,3.103448275862069,Ball St
2010,1434,29,12,17,0.41379310344827586,72.3103448275862,75.55172413793103,106.85078087182494,110.93670886075951,-4.085927988934571,67.88879310344828,0.5279698302954117,0.1987210516929505,0.3103813559322034,0.2620993086109365,0.5254614894971356,0.1939240506329114,0.3516028955532575,0.3437301082113304,14.310344827586206,6.931034482758621,2.0344827586206895,Valparaiso
2010,1124,31,24,7,0.7741935483870968,76.70967741935483,66.54838709677419,112.95436463169895,98.06880979261989,14.885554839079063,67.88548387096773,0.5462377943710511,0.20614884041277268,0.38336713995943206,0.273406088454911,0.446448087431694,0.1782637114504724,0.3295175797219951,0.23442622950819672,13.64516129032258,6.387096774193548,6.935483870967742,Baylor
2010,1313,30,11,19,0.36666666666666664,70.63333333333334,75.33333333333333,95.88669170550703,101.85226914236785,-5.965577436860812,73.81333333333333,0.49763593380614657,0.24525996651432191,0.3346116970278044,0.2570921985815603,0.4790268456375839,0.20235251701293433,0.3523969722455845,0.30592841163310963,11.4,8.366666666666667,3.2,Norfolk St
2010,1125,31,19,12,0.6129032258064516,73.09677419354838,68.51612903225806,103.44197936638363,97.00512656565773,6.436852800725902,70.64798387096774,0.5208946439081813,0.2341824157764996,0.34868421052631576,0.29193643319599766,0.45746432491767286,0.20506262630875857,0.3409475465313029,0.2508232711306257,14.35483870967742,7.161290322580645,2.967741935483871,Belmont
2010,1340,30,11,19,0.36666666666666664,77.13333333333334,79.8,111.39459875800317,115.80322159338266,-4.408622835379489,69.07666666666667,0.546056419113414,0.18726231165455157,0.3263681592039801,0.24006908462867013,0.5520297312750143,0.18574952837033812,0.3764219234746639,0.26472269868496284,12.9,5.933333333333334,3.7666666666666666,Portland St
2010,1129,31,14,17,0.45161290322580644,74.0,73.3225806451613,102.73405136702569,102.03119739647626,0.7028539705494268,71.94677419354838,0.5074231177094379,0.1992879374818066,0.33031674208144796,0.2014846235418876,0.5111111111111111,0.20289529794635844,0.31164069660861593,0.2097560975609756,16.0,7.483870967741935,3.7096774193548385,Boise St
2010,1258,32,17,15,0.53125,75.34375,75.71875,106.69203792412961,106.63322001078215,0.05881791334745401,70.81328125,0.5048076923076923,0.18585921164717725,0.34005258545135847,0.2783119658119658,0.4918076109936575,0.18747730798428885,0.3506825938566553,0.29704016913319237,13.78125,7.21875,4.1875,Loy Marymount
2010,1130,31,15,16,0.4838709677419355,69.19354838709677,66.06451612903226,105.25670122063424,100.2018225185004,5.054878702133834,65.83467741935483,0.49132138857782753,0.19333864932834446,0.3848368522072937,0.21836506159014557,0.47838452787258245,0.17760381628034982,0.31728045325779036,0.20819112627986347,15.0,5.0,3.4838709677419355,Boston College
2010,1171,27,4,23,0.14814814814814814,52.96296296296296,65.96296296296296,83.4597875569044,103.9074692609501,-20.447681704045692,63.47083333333334,0.4072664359861592,0.21069219096533207,0.28350515463917525,0.1750865051903114,0.4996415770609319,0.20711483204737385,0.34720570749108204,0.27741935483870966,9.925925925925926,6.185185185185185,2.259259259259259,Dartmouth
2010,1135,29,9,20,0.3103448275862069,66.55172413793103,73.10344827586206,99.23899629781982,108.56206472757066,-9.323068429750833,67.2,0.5019946808510638,0.19487865076100372,0.22174840085287847,0.27925531914893614,0.5011055831951354,0.1474805407619828,0.33395696913002804,0.16970702045328911,13.0,3.7241379310344827,3.7586206896551726,Brown
2010,1383,29,11,18,0.3793103448275862,60.44827586206897,64.96551724137932,91.53807994569333,97.66718506998446,-6.129105124291129,66.27672413793104,0.46229508196721314,0.23445863032296807,0.3142580019398642,0.22491803278688524,0.4983255190890824,0.2514256091238984,0.33689839572192515,0.2652377762893503,11.862068965517242,8.0,3.0,St Francis NY
2010,1140,33,28,5,0.8484848484848485,82.60606060606061,65.66666666666667,116.79895455081034,91.9125833713298,24.886371179480534,71.0848484848485,0.5509259259259259,0.15981661792902513,0.31024930747922436,0.3004115226337449,0.46297297297297296,0.21843553500800575,0.2700247729149463,0.2454054054054054,15.787878787878787,8.545454545454545,3.484848484848485,BYU
2010,1133,31,16,15,0.5161290322580645,67.45161290322581,67.38709677419355,103.20956576463185,102.87853044741573,0.33103531721612,65.42782258064516,0.4963436928702011,0.18410888584508694,0.2835671342685371,0.28153564899451555,0.4742063492063492,0.18615646007239417,0.33212669683257917,0.23582766439909297,11.935483870967742,6.290322580645161,2.7419354838709675,Bradley
2010,1150,31,19,12,0.6129032258064516,73.41935483870968,71.12903225806451,104.74963181148746,101.94881753242251,2.8008142790649515,69.92983870967741,0.4739900387382402,0.19053755522827687,0.35542168674698793,0.3115661317100166,0.4711792702273929,0.17708116605404906,0.32893652102225884,0.2236911686938128,13.193548387096774,5.903225806451613,4.064516129032258,Charlotte
2010,1421,28,12,16,0.42857142857142855,71.60714285714286,78.46428571428571,96.43479829255095,104.84371271772848,-8.408914425177528,74.546875,0.47745039085989177,0.23038537846449827,0.3380952380952381,0.2507516536380036,0.4936075597554197,0.19183965640658554,0.35714285714285715,0.2340188993885492,15.321428571428571,7.142857142857143,5.321428571428571,UNC Asheville
2010,1155,31,21,10,0.6774193548387096,73.29032258064517,63.83870967741935,104.36380339917318,91.46898073789909,12.894822661274091,70.00927419354838,0.509641873278237,0.21129995406522736,0.36151079136690645,0.2325068870523416,0.4605263157894737,0.25051130651814707,0.33604336043360433,0.23625730994152047,14.161290322580646,9.64516129032258,4.838709677419355,Clemson
2010,1342,30,4,26,0.13333333333333333,60.166666666666664,73.9,89.61151793471515,109.77149506102542,-20.159977126310267,67.23166666666667,0.4765674477517416,0.22886930619337223,0.23208879919273462,0.18999366687777075,0.5186230248306998,0.1876562770777115,0.3694817658349328,0.21388261851015802,11.166666666666666,5.466666666666667,2.1333333333333333,Presbyterian
2010,1157,30,24,6,0.8,72.3,61.6,108.1579734716266,92.26506234631852,15.892911125308089,66.80541666666666,0.516044340723454,0.18799242046474518,0.3690821256038647,0.23337222870478413,0.4379710144927536,0.20270354606388158,0.3227792436235708,0.19536231884057972,14.733333333333333,6.8,4.166666666666667,Coastal Car
2010,1158,32,21,11,0.65625,74.40625,72.53125,107.17500900252071,105.15108956643861,2.023919436082096,69.2015625,0.5334018499486125,0.16159524666906736,0.2533814247069432,0.15673175745118192,0.4865413915693245,0.1907307570334798,0.3942622950819672,0.20568816658202133,12.59375,5.75,4.9375,Col Charleston
2010,1160,29,13,16,0.4482758620689655,74.34482758620689,75.03448275862068,106.28674250360493,107.60025713296741,-1.313514629362487,69.84094827586206,0.5339869281045752,0.1912766980120534,0.23561946902654868,0.3411764705882353,0.5172197871008141,0.21609058992236563,0.37913223140495866,0.32811521603005633,14.137931034482758,8.068965517241379,2.310344827586207,Colorado
2010,1115,32,17,15,0.53125,64.40625,64.6875,93.15885822767646,94.10374141928446,-0.9448831916079996,68.93828124999999,0.450029744199881,0.24498836079282213,0.35982142857142857,0.32599643069601425,0.45673671199011123,0.2054825658044279,0.2639138240574506,0.3658838071693449,12.53125,6.84375,3.4375,Ark Pine Bluff
2010,1161,30,15,15,0.5,66.03333333333333,67.26666666666667,98.74881611086188,99.97770566523818,-1.2288895543762948,67.07583333333334,0.4758957654723127,0.22381735706096406,0.3303921568627451,0.33876221498371334,0.49606299212598426,0.2115484654066239,0.28846153846153844,0.3320209973753281,10.466666666666667,6.833333333333333,2.433333333333333,Colorado St
2010,1413,30,12,18,0.4,68.26666666666667,71.66666666666667,98.66669878473266,103.75446385484028,-5.087765070107622,69.13125,0.5009578544061303,0.21583340359160272,0.2635342185903984,0.305874840357599,0.5306573957016435,0.21523019013608727,0.3081761006289308,0.297724399494311,13.433333333333334,7.233333333333333,2.566666666666667,UC Davis
2010,1163,32,17,15,0.53125,70.5625,67.0,102.84087674352405,97.26554082408047,5.5753359194435745,68.7484375,0.48358800226372384,0.21907201821804725,0.38392857142857145,0.31069609507640067,0.44164588528678306,0.18328021685134568,0.35403726708074534,0.1860349127182045,13.84375,6.6875,7.75,Connecticut
2010,1456,31,21,10,0.6774193548387096,66.03225806451613,64.54838709677419,106.27003595114797,103.77957860615882,2.490457344989153,62.166935483870965,0.5034119106699751,0.1739153006528313,0.3022351797862002,0.2630272952853598,0.4739432541980313,0.1685575364667747,0.336,0.21077012159814706,13.580645161290322,5.32258064516129,2.5483870967741935,William & Mary
2010,1181,34,29,5,0.8529411764705882,77.97058823529412,61.705882352941174,115.43150744578942,91.42608127246977,24.00542617331965,67.51985294117648,0.5029311187103078,0.16459113472089176,0.4063777596075225,0.2892037127503664,0.43869426751592355,0.21919599084867633,0.325487012987013,0.2361995753715499,13.941176470588236,6.9411764705882355,4.205882352941177,Duke
2010,1422,31,8,23,0.25806451612903225,63.41935483870968,71.80645161290323,93.76415881721712,105.93946316390634,-12.175304346689217,67.70887096774193,0.42706600110926235,0.21175628949564804,0.3694374475230898,0.23627287853577372,0.5278265963678969,0.20607272035027605,0.3326790971540726,0.24838898652606914,9.225806451612904,6.0,3.129032258064516,UNC Greensboro
2010,1182,30,15,15,0.5,70.83333333333333,71.56666666666666,98.15922581241196,99.4418841620157,-1.2826583496037358,72.065,0.47576601671309193,0.20139963507864286,0.3310810810810811,0.23231197771587744,0.47806774014436426,0.22834116856950973,0.37532133676092544,0.2359800111049417,14.033333333333333,7.966666666666667,4.333333333333333,Duquesne
2010,1311,26,8,18,0.3076923076923077,63.53846153846154,71.15384615384616,97.91805586426612,108.62704226179116,-10.708986397525038,65.19615384615385,0.4892555640828857,0.2116025783507446,0.2741545893719807,0.2893323100537222,0.583889816360601,0.24308970538584618,0.3166189111747851,0.3764607679465776,12.653846153846153,8.26923076923077,0.9615384615384616,Nicholls St
2010,1193,32,22,10,0.6875,70.5625,66.1875,103.68975730718894,98.44637856304541,5.243378744143527,67.64179687500001,0.483663631494376,0.19791977590521892,0.36963979416809606,0.24209962506695232,0.47944819819819817,0.222178323669196,0.34424778761061947,0.23367117117117117,13.8125,7.4375,5.09375,Fairfield
2010,1148,30,12,18,0.4,61.13333333333333,64.5,94.98530420934055,99.89803688741465,-4.912732678074093,64.46333333333334,0.4509068167604753,0.2082011575362863,0.321011673151751,0.24515322076297685,0.5037174721189591,0.22199563752758814,0.33608247422680415,0.19144981412639406,10.966666666666667,6.666666666666667,3.0,Central Conn
2010,1206,31,17,14,0.5483870967741935,66.09677419354838,66.45161290322581,99.48050686993253,100.64367984561456,-1.1631729756820306,66.23427419354839,0.4831426851294401,0.20391319124144294,0.32679738562091504,0.267308850090307,0.4751144164759725,0.20079879813858048,0.3528880866425993,0.22826086956521738,11.580645161290322,6.483870967741935,3.870967741935484,George Mason
2010,1251,28,12,16,0.42857142857142855,65.53571428571429,70.60714285714286,96.14880796436992,103.06268734523654,-6.913879380866618,68.33482142857143,0.47854223433242504,0.23002357872674875,0.3074501573976915,0.29291553133514986,0.500616903146206,0.18819236283070506,0.31522793404461685,0.21838371375694016,11.5,6.285714285714286,2.7142857142857144,Liberty
2010,1207,33,23,10,0.696969696969697,73.24242424242425,65.12121212121212,109.85489790584839,98.40419442727294,11.450703478575448,66.42462121212121,0.556442417331813,0.2068017316804345,0.3275154004106776,0.2651083238312429,0.4673024523160763,0.19827369095862812,0.3223570190641248,0.23651226158038147,15.454545454545455,7.03030303030303,4.7272727272727275,Georgetown
2010,1408,30,8,22,0.26666666666666666,62.13333333333333,66.83333333333333,93.68246469316982,101.29204188084924,-7.60957718767942,66.15208333333334,0.44915782907049284,0.20706639191837964,0.29615745079662603,0.264504054897068,0.49869621903520206,0.23390631117622543,0.35962145110410093,0.30964797913950454,10.933333333333334,7.7,2.8,Tulane
2010,1208,31,14,17,0.45161290322580644,68.64516129032258,69.35483870967742,103.57877316589396,103.98529696266203,-0.40652379676807016,66.48508064516129,0.5012019230769231,0.22925564925345893,0.3815659068384539,0.2764423076923077,0.48428731762065097,0.1779841361965564,0.3272058823529412,0.23793490460157127,13.709677419354838,6.032258064516129,4.67741935483871,Georgia
2010,1309,28,6,22,0.21428571428571427,58.535714285714285,66.78571428571429,89.64366778789619,101.65805925523239,-12.014391467336196,65.49732142857142,0.45243204577968527,0.24229496540596715,0.28905419766206164,0.2675250357653791,0.5081042988019733,0.20712150040771948,0.29043280182232345,0.30162085976039466,10.535714285714286,6.107142857142857,1.9642857142857142,New Orleans
2010,1217,27,20,7,0.7407407407407407,73.55555555555556,65.70370370370371,106.56078552361534,95.75214551735304,10.808640006262294,68.8226851851852,0.538323782234957,0.22481857570188735,0.31218905472636815,0.3459885386819484,0.4662256267409471,0.22075889242726832,0.30364806866952787,0.30292479108635095,15.185185185185185,7.851851851851852,4.444444444444445,Harvard
2010,1221,31,9,22,0.2903225806451613,69.25806451612904,71.70967741935483,102.90205852045342,106.50887573964496,-3.606817219191541,67.31612903225808,0.4929701230228471,0.21423949771142373,0.36801541425818884,0.27182190978324544,0.4980737479361585,0.16290156433413985,0.3182640144665461,0.22729774353329665,13.193548387096774,4.32258064516129,2.870967741935484,Holy Cross
2010,1218,29,9,20,0.3103448275862069,68.06896551724138,73.3103448275862,101.3334017787246,109.41420171635166,-8.080799937627049,67.08793103448276,0.47882427307206066,0.21560298250792467,0.3863863863863864,0.29013906447534765,0.5130224106602059,0.16314347104460714,0.32919254658385094,0.2616596002422774,13.827586206896552,4.448275862068965,1.9655172413793103,Hawaii
2010,1381,27,5,22,0.18518518518518517,61.888888888888886,74.55555555555556,89.99838423008563,107.73347605030774,-17.73509182022211,68.98518518518519,0.4687272727272727,0.2671406258415468,0.3090277777777778,0.2778181818181818,0.4951550387596899,0.17179555793417178,0.3387589013224822,0.31007751937984496,10.777777777777779,5.62962962962963,3.6666666666666665,Southern Utah
2010,1225,29,13,16,0.4482758620689655,70.79310344827586,71.0,103.4309033200665,103.81425366173393,-0.3833503416674233,68.41810344827586,0.5171875,0.20555191697314726,0.31958762886597936,0.24875,0.5032934131736527,0.19008243628204805,0.3198019801980198,0.22634730538922157,14.620689655172415,5.896551724137931,3.1724137931034484,Idaho
2010,1428,31,14,17,0.45161290322580644,66.41935483870968,66.38709677419355,99.55877908733757,99.41308600826027,0.14569307907730433,66.74637096774192,0.48485784919653896,0.20453309156844968,0.27897838899803534,0.30284301606922126,0.4465225014611338,0.1695529309470328,0.31305903398926654,0.309760374050263,11.64516129032258,5.548387096774194,6.0,Utah
2010,1228,33,19,14,0.5757575757575758,70.45454545454545,66.81818181818181,103.63271673724093,98.73392215468314,4.898794582557784,67.82992424242424,0.5012933264355923,0.18185870291954534,0.3172043010752688,0.20020693222969477,0.46131879543094495,0.1777658371673887,0.3056451612903226,0.2222222222222222,15.757575757575758,5.575757575757576,4.03030303030303,Illinois
2010,1188,26,3,23,0.11538461538461539,60.42307692307692,76.34615384615384,87.43808092614238,110.01953747453894,-22.58145654839656,69.2485576923077,0.43745632424877706,0.21428173874325152,0.24528301886792453,0.22292103424178897,0.5251172136637642,0.1884465629286813,0.3478735005452563,0.2793034159410583,11.384615384615385,4.8076923076923075,2.3846153846153846,SIUE
2010,1231,31,10,21,0.3225806451612903,66.2258064516129,71.45161290322581,97.212192956496,104.66874586523014,-7.456552908734139,68.19475806451612,0.46413752222880855,0.2301272565847884,0.3564356435643564,0.2886781268524007,0.4976878612716763,0.20555713070598244,0.3580018501387604,0.28497109826589595,12.096774193548388,6.806451612903226,3.4516129032258065,Indiana
2010,1224,32,7,25,0.21875,58.375,70.34375,88.12983581807889,106.55243009123939,-18.4225942731605,66.12773437499999,0.4272300469483568,0.22315531232307984,0.3211920529801324,0.24178403755868544,0.5136111111111111,0.184135474480196,0.3383458646616541,0.22333333333333333,9.625,4.375,2.15625,Howard
2010,1233,31,21,10,0.6774193548387096,66.12903225806451,61.96774193548387,99.51577082246145,92.31693398209887,7.198836840362574,66.78790322580646,0.488002399520096,0.203885969489921,0.29732225300092335,0.25374925014997,0.45111111111111113,0.24220580284735987,0.32866479925303455,0.31746031746031744,13.580645161290322,7.935483870967742,2.903225806451613,Iona
2010,1131,32,19,13,0.59375,70.8125,66.875,100.87026196888425,95.90499131701306,4.965270651871194,69.966015625,0.47713663581927057,0.19230341205012355,0.2969140950792327,0.27925966249319545,0.46038483305036787,0.20839168674023864,0.30743243243243246,0.2903225806451613,11.0,6.96875,3.0625,Boston Univ
2010,1235,32,15,17,0.46875,72.59375,70.4375,102.95958957993996,100.17443862982344,2.785150950116517,70.41093749999999,0.49893219434063,0.19634566587995436,0.3302127659574468,0.2423918846769888,0.47269969666329625,0.17954957056986992,0.31566068515497553,0.19413549039433772,14.25,5.3125,4.875,Iowa St
2010,1226,27,5,22,0.18518518518518517,66.18518518518519,76.33333333333333,102.42742097268793,116.91958587434405,-14.492164901656125,64.95185185185186,0.4965659340659341,0.2069182930673774,0.35368663594470046,0.2342032967032967,0.5472520107238605,0.16962133030775778,0.3684820393974508,0.2868632707774799,11.222222222222221,5.703703703703703,2.814814814814815,Idaho St
2010,1242,34,32,2,0.9411764705882353,81.76470588235294,63.794117647058826,116.34598282013455,91.54989025831505,24.796092561819506,69.97977941176471,0.5505533199195171,0.18456323173985373,0.3819444444444444,0.29728370221327965,0.42987654320987656,0.20260003376667232,0.3173216885007278,0.21135802469135803,17.147058823529413,8.411764705882353,6.411764705882353,Kansas
2010,1220,32,18,14,0.5625,69.90625,67.75,99.97541954369734,97.36053260881768,2.6148869348796637,69.75507812500001,0.4529828109201213,0.19619673303389867,0.3733228097868982,0.2249747219413549,0.441755768148565,0.19040989772204195,0.3193069306930693,0.3365222284749578,13.4375,7.4375,6.375,Hofstra
2010,1243,32,25,7,0.78125,79.46875,69.21875,109.93785463388272,95.91651149699042,14.021343136892298,72.225390625,0.505872931126535,0.2018913807079168,0.4103852596314908,0.3459690336358783,0.46858937749857227,0.23643528341921793,0.33217088055797733,0.327812678469446,14.625,7.46875,4.8125,Kansas St
2010,1260,28,12,16,0.42857142857142855,64.32142857142857,68.89285714285714,99.7797753431488,106.56722602030246,-6.787450677153657,64.55535714285715,0.4828167115902965,0.21773154752835913,0.3437826541274817,0.24797843665768193,0.5009529860228716,0.17567847524342242,0.3295218295218295,0.22363405336721728,13.107142857142858,5.142857142857143,3.1785714285714284,Loyola-Chicago
2010,1245,31,22,9,0.7096774193548387,70.51612903225806,65.16129032258064,103.5957585451099,96.29250038731513,7.303258157794772,67.86935483870967,0.48306041784302656,0.17913630709081216,0.32741792369121564,0.2682100508187465,0.48282208588957054,0.23167403558532254,0.30422264875239924,0.27361963190184047,13.03225806451613,8.580645161290322,2.774193548387097,Kent
2010,1359,28,8,20,0.2857142857142857,57.42857142857143,62.214285714285715,100.22906829975223,108.25591150607463,-8.026843206322397,57.38348214285715,0.5460848287112561,0.21878360057968305,0.22281879194630871,0.21941272430668843,0.5142658315935977,0.1814622626852686,0.3414905450500556,0.1837160751565762,12.785714285714286,4.964285714285714,1.6785714285714286,Samford
2010,1246,34,32,2,0.9411764705882353,79.23529411764706,65.26470588235294,111.97589234685925,92.3602006201744,19.615691726684858,70.71213235294118,0.5299295774647887,0.20491505169636826,0.4090909090909091,0.29527162977867205,0.4348034515819751,0.19937150111340032,0.3220338983050847,0.1941514860977948,14.705882352941176,7.264705882352941,7.235294117647059,Kentucky
2010,1287,31,21,10,0.6774193548387096,70.16129032258064,63.25806451612903,106.06263791190705,95.24965999611423,10.812977915792814,66.28185483870968,0.5058072009291521,0.22382873931754177,0.39981447124304265,0.251451800232288,0.4950166112956811,0.23703128035748977,0.2682425488180884,0.3129568106312292,13.741935483870968,8.612903225806452,3.3225806451612905,Morehead St
2010,1248,32,19,13,0.59375,72.5,71.46875,106.60539919586445,105.18448678295063,1.4209124129138218,67.976953125,0.5286549707602339,0.1939115450890293,0.2694198623402163,0.2994152046783626,0.5230227518959913,0.21524416184705245,0.3528880866425993,0.19284940411700974,15.0625,7.34375,2.84375,Lafayette
2010,1447,31,5,26,0.16129032258064516,60.774193548387096,69.80645161290323,89.96275427370834,102.96426702193465,-13.001512748226304,67.6758064516129,0.4738095238095238,0.24734982332155478,0.2973708068902992,0.1738095238095238,0.4893310265282584,0.21078174810867395,0.3666061705989111,0.2693194925028835,12.419354838709678,6.548387096774194,3.6451612903225805,Wagner
