seed_diff,off_eff_diff,def_eff_diff,net_eff_diff,tempo_diff,off_efg_diff,off_to_rate_diff,off_or_rate_diff,off_ftr_diff,def_efg_diff,def_to_rate_diff,def_or_rate_diff,def_ftr_diff,win_pct_diff,sos_diff,tempo_mismatch,recent_win_pct_diff,recent_avg_margin_diff,tourney_exp_diff,avg_seed_hist_diff,a_off_eff,b_off_eff,a_def_eff,b_def_eff,a_net_eff,b_net_eff,a_tempo,b_tempo,a_off_efg,b_off_efg,a_off_to_rate,b_off_to_rate,a_off_or_rate,b_off_or_rate,a_off_ftr,b_off_ftr,a_def_efg,b_def_efg,a_def_to_rate,b_def_to_rate,a_def_or_rate,b_def_or_rate,a_def_ftr,b_def_ftr,a_win_pct,b_win_pct,a_sos,b_sos,Season,TeamA_ID,TeamB_ID,team_a_wins
-13.0,4.969228536986776,-4.034633031792595,9.00386156877937,2.2637239583333297,-0.0033217423040293736,-0.009093652690109089,0.08859299893902645,-0.03323198094877611,-0.006862089770050761,0.05340600588439354,0.032170880557977344,0.09530703512858821,0.04791666666666672,0.1795877530110777,2.2637239583333297,-0.30000000000000004,-2.8,0.0,0.0,109.93785463388272,104.96862609689595,95.91651149699042,99.95114452878302,14.021343136892298,5.0174815681129274,72.225390625,69.96166666666667,0.505872931126535,0.5091946734305643,0.2018913807079168,0.21098503339802588,0.4103852596314908,0.32179226069246436,0.3459690336358783,0.3792010145846544,0.46858937749857227,0.47545146726862303,0.23643528341921793,0.1830292775348244,0.33217088055797733,0.3,0.327812678469446,0.2325056433408578,0.78125,0.7333333333333333,0.6192501515868114,0.4396623985757337,2010,1243,1317,1
13.0,-4.969228536986776,4.034633031792595,-9.00386156877937,-2.2637239583333297,0.0033217423040293736,0.009093652690109089,-0.08859299893902645,0.03323198094877611,0.006862089770050761,-0.05340600588439354,-0.032170880557977344,-0.09530703512858821,-0.04791666666666672,-0.1795877530110777,2.2637239583333297,0.30000000000000004,2.8,0.0,0.0,104.96862609689595,109.93785463388272,99.95114452878302,95.91651149699042,5.0174815681129274,14.021343136892298,69.96166666666667,72.225390625,0.5091946734305643,0.505872931126535,0.21098503339802588,0.2018913807079168,0.32179226069246436,0.4103852596314908,0.3792010145846544,0.3459690336358783,0.47545146726862303,0.46858937749857227,0.1830292775348244,0.23643528341921793,0.3,0.33217088055797733,0.2325056433408578,0.327812678469446,0.7333333333333333,0.78125,0.4396623985757337,0.6192501515868114,2010,1317,1243,0
-15.0,12.101940464358023,-3.741559344735961,15.843499809093984,1.6098596256684488,0.050348706965057444,-0.007284213936338491,0.05783040488922847,0.030360291788344262,-0.04622333413231061,-0.04274703608710409,-0.01610169491525426,-0.06645119247363374,0.3654188948306595,0.04843491048946691,1.6098596256684488,0.09999999999999998,3.499999999999999,0.0,0.0,111.97589234685925,99.87395188250123,92.3602006201744,96.10175996491036,19.615691726684858,3.772191917590874,70.71213235294118,69.10227272727273,0.5299295774647887,0.4795808704997313,0.20491505169636826,0.21219926563270675,0.4090909090909091,0.35126050420168065,0.29527162977867205,0.2649113379903278,0.4348034515819751,0.4810267857142857,0.19937150111340032,0.2421185372005044,0.3220338983050847,0.338135593220339,0.1941514860977948,0.26060267857142855,0.9411764705882353,0.5757575757575758,0.5489479082559365,0.5005129977664696,2010,1246,1190,1
15.0,-12.101940464358023,3.741559344735961,-15.843499809093984,-1.6098596256684488,-0.050348706965057444,0.007284213936338491,-0.05783040488922847,-0.030360291788344262,0.04622333413231061,0.04274703608710409,0.01610169491525426,0.06645119247363374,-0.3654188948306595,-0.04843491048946691,1.6098596256684488,-0.09999999999999998,-3.499999999999999,0.0,0.0,99.87395188250123,111.97589234685925,96.10175996491036,92.3602006201744,3.772191917590874,19.615691726684858,69.10227272727273,70.71213235294118,0.4795808704997313,0.5299295774647887,0.21219926563270675,0.20491505169636826,0.35126050420168065,0.4090909090909091,0.2649113379903278,0.29527162977867205,0.4810267857142857,0.4348034515819751,0.2421185372005044,0.19937150111340032,0.338135593220339,0.3220338983050847,0.26060267857142855,0.1941514860977948,0.5757575757575758,0.9411764705882353,0.5005129977664696,0.5489479082559365,2010,1190,1246,0
9.0,3.2130861396322103,-9.715080342542336,12.928166482174547,-2.7904863911290363,0.02729759803337628,0.022128886590071922,0.06320726690013412,-0.04802444201384004,-0.03086085519323939,0.049876321208034424,-0.016666666666666663,0.017004185081759327,0.13306451612903225,-0.14238904013670084,2.7904863911290363,0.20000000000000007,7.0,0.0,0.0,112.86210892236386,109.64902278273165,89.76730824475725,99.48238858729958,23.094800677606614,10.166634195432067,67.705078125,70.49556451612904,0.5547508690614137,0.5274532710280374,0.21506373117033603,0.1929348445802641,0.3906408952187182,0.3274336283185841,0.30127462340672073,0.3492990654205608,0.4386415525114155,0.4695024077046549,0.2431485205400747,0.19327219933204026,0.3333333333333333,0.35,0.2374429223744292,0.22043873729266988,0.875,0.7419354838709677,0.42503280294772217,0.567421843084423,2010,1293,1435,1
-9.0,-3.2130861396322103,9.715080342542336,-12.928166482174547,2.7904863911290363,-0.02729759803337628,-0.022128886590071922,-0.06320726690013412,0.04802444201384004,0.03086085519323939,-0.049876321208034424,0.016666666666666663,-0.017004185081759327,-0.13306451612903225,0.14238904013670084,2.7904863911290363,-0.20000000000000007,-7.0,0.0,0.0,109.64902278273165,112.86210892236386,99.48238858729958,89.76730824475725,10.166634195432067,23.094800677606614,70.49556451612904,67.705078125,0.5274532710280374,0.5547508690614137,0.1929348445802641,0.21506373117033603,0.3274336283185841,0.3906408952187182,0.3492990654205608,0.30127462340672073,0.4695024077046549,0.4386415525114155,0.19327219933204026,0.2431485205400747,0.35,0.3333333333333333,0.22043873729266988,0.2374429223744292,0.7419354838709677,0.875,0.567421843084423,0.42503280294772217,2010,1435,1293,0
-11.0,3.0636733976075448,0.16932580320620616,2.8943475944013386,4.769683908045991,-0.03515540831717301,-0.026638810504809263,0.05831622495956201,0.0395927601809955,0.01707664703799472,0.004774229021725668,-0.02888849209891975,-0.014518423080699727,0.18913270637408564,0.05838122592112721,4.769683908045991,0.09999999999999998,-5.2,0.0,0.0,112.36129777521076,109.29762437760321,98.07332232796729,97.90399652476108,14.287975447243468,11.39362785284213,68.29166666666667,63.52198275862068,0.5097163865546218,0.5448717948717948,0.1643878219724317,0.19102663247724097,0.35855263157894735,0.30023640661938533,0.3088235294117647,0.2692307692307692,0.4936182019977802,0.4765415549597855,0.20297144883058754,0.19819721980886187,0.2678260869565217,0.29671457905544146,0.24084350721420644,0.25536193029490617,0.8787878787878788,0.6896551724137931,0.5251793360938202,0.46679811017269296,2010,1307,1285,1
11.0,-3.0636733976075448,-0.16932580320620616,-2.8943475944013386,-4.769683908045991,0.03515540831717301,0.026638810504809263,-0.05831622495956201,-0.0395927601809955,-0.01707664703799472,-0.004774229021725668,0.02888849209891975,0.014518423080699727,-0.18913270637408564,-0.05838122592112721,4.769683908045991,-0.09999999999999998,5.2,0.0,0.0,109.29762437760321,112.36129777521076,97.90399652476108,98.07332232796729,11.39362785284213,14.287975447243468,63.52198275862068,68.29166666666667,0.5448717948717948,0.5097163865546218,0.19102663247724097,0.1643878219724317,0.30023640661938533,0.35855263157894735,0.2692307692307692,0.3088235294117647,0.4765415549597855,0.4936182019977802,0.19819721980886187,0.20297144883058754,0.29671457905544146,0.2678260869565217,0.25536193029490617,0.24084350721420644,0.6896551724137931,0.8787878787878788,0.46679811017269296,0.5251793360938202,2010,1285,1307,0
1.0,-0.5518752502827198,-2.63610238384436,2.0842271335616402,-8.568359374999993,-0.025213749335074198,0.003780433588397303,0.02187915307478555,0.049699579841974706,0.006806167323271606,-0.0188732416549795,-0.04462282847788368,-0.1336021087569554,0.125,-0.01886961607020521,8.568359374999993,0.20000000000000007,0.5999999999999996,0.0,0.0,106.32658951953606,106.87846476981878,91.71308640671612,94.34918879056048,14.613503112819942,12.529275979258301,59.365625,67.933984375,0.4968691296180338,0.522082878953108,0.17686110892440104,0.17308067533600374,0.3074596774193548,0.28558052434456926,0.2748904195366312,0.22519083969465647,0.46223369916074886,0.45542753183747725,0.20697484094089072,0.22584808259587022,0.2593340060544904,0.3039568345323741,0.19690122659780504,0.33050333535476045,0.875,0.75,0.5005438425875962,0.5194134586578014,2010,1320,1424,1
-1.0,0.5518752502827198,2.63610238384436,-2.0842271335616402,8.568359374999993,0.025213749335074198,-0.003780433588397303,-0.02187915307478555,-0.049699579841974706,-0.006806167323271606,0.0188732416549795,0.04462282847788368,0.1336021087569554,-0.125,0.01886961607020521,8.568359374999993,-0.20000000000000007,-0.5999999999999996,0.0,0.0,106.87846476981878,106.32658951953606,94.34918879056048,91.71308640671612,12.529275979258301,14.613503112819942,67.933984375,59.365625,0.522082878953108,0.4968691296180338,0.17308067533600374,0.17686110892440104,0.28558052434456926,0.3074596774193548,0.22519083969465647,0.2748904195366312,0.45542753183747725,0.46223369916074886,0.22584808259587022,0.20697484094089072,0.3039568345323741,0.2593340060544904,0.33050333535476045,0.19690122659780504,0.75,0.875,0.5194134586578014,0.5005438425875962,2010,1424,1320,0
11.0,-4.941135589930653,-1.1018203077842799,-3.839315282146373,3.805893493761147,-0.06768986109459418,-0.025292939848330143,-0.016422152822253178,0.0339714307699841,-0.007312517741340507,0.015449241470278735,0.017106582468442266,0.01663318381468648,-0.10873440285204994,-0.10727892928096594,3.805893493761147,0.19999999999999996,0.8000000000000007,0.0,0.0,104.91376231591774,109.85489790584839,97.30237411948866,98.40419442727294,7.6113881964290755,11.450703478575448,70.23051470588236,66.42462121212121,0.4887525562372188,0.556442417331813,0.18150879183210436,0.2068017316804345,0.31109324758842444,0.3275154004106776,0.299079754601227,0.2651083238312429,0.4599899345747358,0.4673024523160763,0.21372293242890686,0.19827369095862812,0.33946360153256705,0.3223570190641248,0.25314544539506795,0.23651226158038147,0.5882352941176471,0.696969696969697,0.531417054138222,0.638695983419188,2010,1325,1207,1
-11.0,4.941135589930653,1.1018203077842799,3.839315282146373,-3.805893493761147,0.06768986109459418,0.025292939848330143,0.016422152822253178,-0.0339714307699841,0.007312517741340507,-0.015449241470278735,-0.017106582468442266,-0.01663318381468648,0.10873440285204994,0.10727892928096594,3.805893493761147,-0.19999999999999996,-0.8000000000000007,0.0,0.0,109.85489790584839,104.91376231591774,98.40419442727294,97.30237411948866,11.450703478575448,7.6113881964290755,66.42462121212121,70.23051470588236,0.556442417331813,0.4887525562372188,0.2068017316804345,0.18150879183210436,0.3275154004106776,0.31109324758842444,0.2651083238312429,0.299079754601227,0.4673024523160763,0.4599899345747358,0.19827369095862812,0.21372293242890686,0.3223570190641248,0.33946360153256705,0.23651226158038147,0.25314544539506795,0.696969696969697,0.5882352941176471,0.638695983419188,0.531417054138222,2010,1207,1325,0
5.0,-10.50481091001059,-15.721168370136354,5.216357460125764,-1.6246323529411697,-0.05239828243863548,0.04237402872381468,0.0829832801606995,-0.08861118893175013,-0.04119796151071603,0.06604781458490622,-0.009706521826044423,-0.004748330346962065,0.08823529411764697,-0.03119911340757453,1.6246323529411697,0.20000000000000007,3.4000000000000004,0.0,0.0,106.35907769632537,116.86388860633596,90.28285996398908,106.00402833412544,16.07621773233629,10.859860272210526,63.394852941176474,65.01948529411764,0.4885204081632653,0.5409186906019008,0.2015078344856339,0.1591338057618192,0.42762613730355664,0.34464285714285714,0.19438775510204082,0.28299894403379094,0.4526795895096921,0.49387755102040815,0.22582331416623105,0.15977549958132484,0.29559204840103714,0.30529857022708157,0.2023945267958951,0.20714285714285716,0.7647058823529411,0.6764705882352942,0.5290784156555333,0.5602775290631078,2010,1330,1323,1
-5.0,10.50481091001059,15.721168370136354,-5.216357460125764,1.6246323529411697,0.05239828243863548,-0.04237402872381468,-0.0829832801606995,0.08861118893175013,0.04119796151071603,-0.06604781458490622,0.009706521826044423,0.004748330346962065,-0.08823529411764697,0.03119911340757453,1.6246323529411697,-0.20000000000000007,-3.4000000000000004,0.0,0.0,116.86388860633596,106.35907769632537,106.00402833412544,90.28285996398908,10.859860272210526,16.07621773233629,65.01948529411764,63.394852941176474,0.5409186906019008,0.4885204081632653,0.1591338057618192,0.2015078344856339,0.34464285714285714,0.42762613730355664,0.28299894403379094,0.19438775510204082,0.49387755102040815,0.4526795895096921,0.15977549958132484,0.22582331416623105,0.30529857022708157,0.29559204840103714,0.20714285714285716,0.2023945267958951,0.6764705882352942,0.7647058823529411,0.5602775290631078,0.5290784156555333,2010,1323,1330,0
3.0,12.551205532221303,4.549664892708876,8.001540639512427,1.0087254901960847,0.047085385878489316,0.0004928730205183696,0.07280772543863623,0.017889071337347212,0.01916942879471978,-0.06427563379453577,-0.04321357235929851,-0.04936416032307597,0.06862745098039225,-0.04054191921964301,1.0087254901960847,0.0,3.6999999999999993,0.0,0.0,116.79553370717126,104.24432817494996,98.00224300908295,93.45257811637407,18.793290698088313,10.791750058575886,67.54291666666667,66.53419117647059,0.5566091954022988,0.5095238095238095,0.169956275783701,0.16946340276318264,0.33889468196037537,0.26608695652173914,0.2454022988505747,0.2275132275132275,0.4575365579302587,0.43836712913553894,0.16317274867206466,0.22744838246660043,0.3086529884032114,0.35186656076250994,0.203037120359955,0.25240128068303097,0.8333333333333334,0.7647058823529411,0.5049202838009846,0.5454622030206276,2010,1388,1350,1
-3.0,-12.551205532221303,-4.549664892708876,-8.001540639512427,-1.0087254901960847,-0.047085385878489316,-0.0004928730205183696,-0.07280772543863623,-0.017889071337347212,-0.01916942879471978,0.06427563379453577,0.04321357235929851,0.04936416032307597,-0.06862745098039225,0.04054191921964301,1.0087254901960847,0.0,-3.6999999999999993,0.0,0.0,104.24432817494996,116.79553370717126,93.45257811637407,98.00224300908295,10.791750058575886,18.793290698088313,66.53419117647059,67.54291666666667,0.5095238095238095,0.5566091954022988,0.16946340276318264,0.169956275783701,0.26608695652173914,0.33889468196037537,0.2275132275132275,0.2454022988505747,0.43836712913553894,0.4575365579302587,0.22744838246660043,0.16317274867206466,0.35186656076250994,0.3086529884032114,0.25240128068303097,0.203037120359955,0.7647058823529411,0.8333333333333334,0.5454622030206276,0.5049202838009846,2010,1350,1388,0
-5.0,-3.412023328915879,-5.033039323778226,1.621015994862347,6.071554252199405,-0.018004123731542254,-0.021452089214083064,-0.07711247076594868,-0.011188698991480006,-0.01940548169458467,0.02904633011791119,6.911948685695002e-05,0.06534275378769477,0.01564027370478982,0.029136105817336277,6.071554252199405,-0.20000000000000007,-7.999999999999999,0.0,0.0,104.07186526333822,107.4838885922541,91.91507613124598,96.94811545502421,12.156789132092243,10.535773137229896,70.70340909090909,64.63185483870969,0.5023065094823168,0.5203106332138591,0.18715804576164116,0.20861013497572423,0.32466442953020136,0.40177690029615004,0.24090210148641722,0.2520908004778972,0.44947542794036444,0.4688809096349491,0.23718636071198798,0.2081400305940768,0.3176178660049628,0.31754874651810583,0.28437327443401433,0.21903052064631956,0.7575757575757576,0.7419354838709677,0.5769756656711412,0.547839559853805,2010,1397,1361,1
5.0,3.412023328915879,5.033039323778226,-1.621015994862347,-6.071554252199405,0.018004123731542254,0.021452089214083064,0.07711247076594868,0.011188698991480006,0.01940548169458467,-0.02904633011791119,-6.911948685695002e-05,-0.06534275378769477,-0.01564027370478982,-0.029136105817336277,6.071554252199405,0.20000000000000007,7.999999999999999,0.0,0.0,107.4838885922541,104.07186526333822,96.94811545502421,91.91507613124598,10.535773137229896,12.156789132092243,64.63185483870969,70.70340909090909,0.5203106332138591,0.5023065094823168,0.20861013497572423,0.18715804576164116,0.40177690029615004,0.32466442953020136,0.2520908004778972,0.24090210148641722,0.4688809096349491,0.44947542794036444,0.2081400305940768,0.23718636071198798,0.31754874651810583,0.3176178660049628,0.21903052064631956,0.28437327443401433,0.7419354838709677,0.7575757575757576,0.547839559853805,0.5769756656711412,2010,1361,1397,0
-13.0,13.337014297175088,2.5948108781961423,10.742203418978946,4.908467741935496,0.039239914647080765,-0.02515058544831869,0.035805906263496556,0.026159843284087103,0.0017632384846135163,-0.02401878393394391,-0.00573600916358874,0.009127524926180908,0.0977229601518026,0.11634435704345869,4.908467741935496,-0.29999999999999993,-6.300000000000001,0.0,0.0,114.30485762144053,100.96784332426544,100.06422892073263,97.46941804253649,14.240628700707902,3.498425281728956,72.5209677419355,67.6125,0.5295874049945711,0.49034749034749037,0.191178112786153,0.21632869823447168,0.3806038426349497,0.3447979363714531,0.3300760043431053,0.3039161610590182,0.4720319634703196,0.4702687249857061,0.20863325286261653,0.23265203679656044,0.3193493150684932,0.3250853242320819,0.3453196347031963,0.3361921097770154,0.7741935483870968,0.6764705882352942,0.5627934190893271,0.44644906204586843,2010,1437,1352,1
13.0,-13.337014297175088,-2.5948108781961423,-10.742203418978946,-4.908467741935496,-0.039239914647080765,0.02515058544831869,-0.035805906263496556,-0.026159843284087103,-0.0017632384846135163,0.02401878393394391,0.00573600916358874,-0.009127524926180908,-0.0977229601518026,-0.11634435704345869,4.908467741935496,0.29999999999999993,6.300000000000001,0.0,0.0,100.96784332426544,114.30485762144053,97.46941804253649,100.06422892073263,3.498425281728956,14.240628700707902,67.6125,72.5209677419355,0.49034749034749037,0.5295874049945711,0.21632869823447168,0.191178112786153,0.3447979363714531,0.3806038426349497,0.3039161610590182,0.3300760043431053,0.4702687249857061,0.4720319634703196,0.23265203679656044,0.20863325286261653,0.3250853242320819,0.3193493150684932,0.3361921097770154,0.3453196347031963,0.6764705882352942,0.7741935483870968,0.44644906204586843,0.5627934190893271,2010,1352,1437,0
1.0,-7.861785125356064,0.965328285268285,-8.82711341062435,-2.227899686520388,-0.0390519573503586,0.02374621132637783,-0.010879485243425968,0.01431127506094082,-0.01801139232596982,-0.006584498881510442,0.02312591135418146,0.027096319138240732,-0.07210031347962387,0.02452502737970197,2.227899686520388,0.0,-2.2,0.0,0.0,101.28278766992152,109.14457279527758,95.20155391957027,94.23622563430199,6.081233750351245,14.908347160975595,71.96982758620689,74.19772727272728,0.4743515850144092,0.5134035423647678,0.21060693088263452,0.1868607195562567,0.3851044504995459,0.39598393574297186,0.27089337175792505,0.25658209669698423,0.4300341296928328,0.4480455220188026,0.19663797031246252,0.20322246919397297,0.3391959798994975,0.31607006854531605,0.26905574516496017,0.24195942602671944,0.6551724137931034,0.7272727272727273,0.5729433855147883,0.5484183581350863,2010,1448,1400,1
